ID,Brand,Product Name,Product Price,Purchases in Past Month,Total Reviews,AVG Rating,Gender,Date Uploaded
1265,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Dark Ember/Raisin, 8",0,0,5,4.7,Women's,2023-10-31
1266,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Summer Aqua/Cosmic Rose/Black, 6.5",74.95,0,1,4,Women's,2023-10-31
1267,On,Running Women's Shoes Cloud Flyer - Black/White 6.5M,162.99,0,14,4.2,Women's,2023-10-31
1268,ASICS,Women's Magic Speed 2 EKIDEN Running Shoes,88.65,0,2,3,Women's,2023-10-31
1269,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/White/Bright Lapis, 8",0,0,2,4.5,Women's,2023-10-31
1270,Jeiento,Women's Men's Walking Shoes Lightweight Running Shoes Outdoor Fashion Sneaker,25.99,0,17,4.3,Women's,2023-10-31
1271,Salomon,Women's Quest Rove Gore-tex Trail Running Shoe,159.95,0,7,3.9,Women's,2023-10-31
1272,Nike,"Men's Pegasus Turbo Next Nature Running Shoes, Pure Platinum/Bright Crimson, 13 M US",116.42,0,0,0,Women's,2023-10-31
1273,Brooks,Women's Dyad 11 Running Shoe - Grey/White/Blue - 8 Medium,129.95,0,2,5,Women's,2023-10-31
1274,Karhu,Men's Fusion Running Shoe,150,0,14,4.2,Women's,2023-10-31
1275,Vibram,"Women's FiveFingers, V- Run Running Shoe Black Yellow 38 M",99.03,0,136,4.1,Women's,2023-10-31
1276,Mizuno,Women's Wave Inspire 16 Road Running Shoe,39.93,0,1105,4.4,Women's,2023-10-31
1277,ALTRA,"Women's Torin 5 Luxe Running Shoe, Navy, 9 Medium",125.27,0,23,3.8,Women's,2023-10-31
1278,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 10.5 Wide",0,0,16,4.3,Women's,2023-10-31
1279,Ryka,"Women's, Euphoria Running Shoe",119.95,0,3,3.9,Women's,2023-10-31
1280,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 7.5",0,0,6,4.4,Women's,2023-10-31
1281,Nike,Revolution 6 Flyease Nn Womens Running Trainers Dc8997 Sneakers Shoes,94.99,0,4,5,Women's,2023-10-31
1282,Saucony,Women’s Peregrine Ice+ 2.0,102.98,0,36,4.6,Women's,2023-10-31
1283,HOKA ONE ONE,Women's Track and Road,178.84,0,91,4.4,Women's,2023-10-31
1284,adidas,"Women's Duramo Sl 2.0 Running Shoe, Almost Pink/Wonder Mauve/Acid Red, 8",44.95,0,36,4.1,Women's,2023-10-31
1285,On,Running Cloudstratus Sneaker,162.55,0,35,4.2,Women's,2023-10-31
1286,adidas,Women's Response Super 2.0 Running Shoe,44.68,0,726,4.2,Women's,2023-10-31
1287,Nike,Women's Epic Phantom React Flyknit Black/Black/Univ Red/Hyper Jade Mesh Running Shoes 10 M US,79.99,0,5,3.4,Women's,2023-10-31
1288,Salomon,Women's X Ultra Pioneer Trail Running Shoe,110,0,19,3.8,Women's,2023-10-31
1289,On,ON womens Cloudswift,167.89,0,183,4.2,Women's,2023-10-31
1290,On,Women's Cloudswift Sneakers,0,0,1255,4.4,Women's,2023-10-31
1291,lodaden,Polka Dot Shoes Womens Running Shoes Casual Sport Tennis Walking Sneakers Gifts for Ladies Girl,0,0,0,0,Women's,2023-10-31
1292,PUMA,Women's Electron 2.0 Sneaker,54.95,0,99,4.7,Women's,2023-10-31
1293,adidas,Women's Lite Racer 3.0 Running Shoe,39.88,0,97,4.3,Women's,2023-10-31
1294,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Grey Matter/Summer Aqua/Cosmic Rose, 10.5",74.95,0,1,5,Women's,2023-10-31
1295,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Light Aluminum/Multi, 9.5 Wide",75.45,0,0,0,Women's,2023-10-31
1296,La Sportiva,Jackal II Trail Running Shoe - Women's,164.95,0,2,4.5,Women's,2023-10-31
1297,Autper,Women's Air Athletic Tennis Running Sneakers Lightweight Sport Gym Jogging Breathable Fashion Walking Shoes(US 5.5-10),39.99,0,3170,4.2,Women's,2023-10-31
1298,Weweya,Barefoot Shoes for Women Minimalist Running Cross Training Shoe,39.99,0,2342,4.1,Women's,2023-10-31
1299,Kvovzo,Mens Running Shoes Slip-on Walking Tennis Sneakers Lightweight Breathable Casual Soft Sole Mesh Workout Sports Shoes,23.99,0,857,4.1,Women's,2023-10-31
1300,Pozvnn,Mens Slip-on Tennis Shoes Walking Running Sneakers Lightweight Breathable Casual Soft Sole Mesh Work Gym Trainers,23.99,0,932,4.2,Women's,2023-10-31
1301,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Light Aluminum/Multi, 9.5 Wide",75.45,0,0,0,Women's,2023-10-31
1302,La Sportiva,Jackal II Trail Running Shoe - Women's,164.95,0,2,4.5,Women's,2023-10-31
1303,New Balance,"Women's Fresh Foam X 880v13 Running Shoe, Blacktop/Black Metallic/Black, 7 Wide",139.99,0,0,0,Women's,2023-10-31
1304,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Dark Ember/Raisin, 6",70.39,0,0,0,Women's,2023-10-31
1305,Nike,"Women's Running Shoes, Grey Wolf Grey White White Volt 003, 8.5 UK",79.97,0,38,4.4,Women's,2023-10-31
1306,Topo Athletic,"Women's Runventure 4 Comfortable Lightweight 0MM Drop Trail Running Shoes, Athletic Shoes for Trail Running",124.95,0,1,5,Women's,2023-10-31
1307,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/Green/White, 6.5 Wide",0,0,7,4,Women's,2023-10-31
1308,Mizuno,Women's Wave Sky 4 Waveknit Running Shoe,159.95,0,372,4.4,Women's,2023-10-31
1309,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, White/Black/Surf, 6.5",60.87,0,3,4.6,Women's,2023-10-31
1310,Brooks,Women’s Glycerin StealthFit GTS 20 Supportive Running Shoe,159.95,0,366,4.5,Women's,2023-10-31
1311,Vibram,Women's KSO-w Running Shoe,84.95,0,626,4,Women's,2023-10-31
1312,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Pigment/Grey, 7.5",0,0,39,4.1,Women's,2023-10-31
1313,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Grey Matter/Summer Aqua/Cosmic Rose, 10.5 Wide",74.95,0,1,3,Women's,2023-10-31
1314,Feethit,Womens Non Slip Tennis Walking Shoes Lightweight Running Shoes Breathable Workout Gym Sneakers,26.99,0,304,4.1,Women's,2023-10-31
1315,adidas,Men's Duramo 10 Running Shoe,44.95,0,29,4.1,Women's,2023-10-31
1316,Under Armour,Women's Charged Assert 8 Running Shoe,62.96,0,8751,4.6,Women's,2023-10-31
1317,adidas,Women's Solar Boost 3 Running Shoe,90.99,0,69,4.3,Women's,2023-10-31
1318,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Nimbus Cloud/Peach Glaze/Vibrant Pink, 12 Wide",0,0,1,5,Women's,2023-10-31
1319,adidas,Women's Swift Run Shoes,0,0,21,4.5,Women's,2023-10-31
1320,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/White/Bright Lapis, 6.5",74.95,0,1,5,Women's,2023-10-31
1321,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/Green/White, 7 Wide",61.95,0,20,4.1,Women's,2023-10-31
1322,Nike,"womens Air Huarache Running Shoe, Rattan/Hype Rroyal/Bright Mand, 9",101,0,0,0,Women's,2023-10-31
1323,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/White/Bright Lapis, 8.5",74.95,0,6,4.2,Women's,2023-10-31
1324,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Pigment/Grey, 6 Wide",0,0,13,4.3,Women's,2023-10-31
1325,New Balance,Women's FuelCell Propel V3 Running Shoe,105,0,270,4.4,Women's,2023-10-31
1326,Mizuno,Women's Wave Rider 24 Running Shoe,66.53,0,1448,4.5,Women's,2023-10-31
1327,MAFEKE,Women Air Athletic Running Shoes Fashion Tennis Breathable Lightweight Walking Sneakers,39.99,0,8468,4.2,Women's,2023-10-31
1328,Nike,Men's Basketball Shoe,96.97,0,428,4.7,Women's,2023-10-31
1329,Skechers,"Women's, Glide-Step Sport - Fresh Charm Running Shoe",63.71,0,112,4.3,Women's,2023-10-31
1330,Nike,"Women's Low-Top Sneakers, 6 US",59.81,0,281,4.4,Women's,2023-10-31
1331,New Balance,womens Fuelcell Rebel Tr V1,90.69,0,1,4,Women's,2023-10-31
1332,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/White/Bright Lapis, 9.5 Wide",74.95,0,1,5,Women's,2023-10-31
1333,adidas,Women's Ultraboost 5.0 DNA Running Shoe,79.47,0,3923,4.5,Women's,2023-10-31
1334,Nike,Women's Stroke Running Shoe,119.99,0,110,4.3,Women's,2023-10-31
1335,Salomon,Women's X Ultra Pioneer Climasalomon Waterproof Hiking Shoes for Men Climbing,134.99,0,1197,4.3,Women's,2023-10-31
1336,ASICS,"Women's, Gel-Excite 8 Running Shoe Yellow/Silver",47.95,0,6,4.7,Women's,2023-10-31
1337,ASICS,Women's Gel-Kinsei Blast Running Shoes,192.31,0,209,4.5,Women's,2023-10-31
1338,New Balance,Women's Fresh Foam Zante V4 Running Shoe,112.2,0,525,4.4,Women's,2023-10-31
1339,New Balance,Women's Fresh Foam Evare V1 Running Shoe,69.99,0,2140,4.4,Women's,2023-10-31
1340,Brooks,Men's Signal 3 Neutral Running Shoe,84.85,0,98,4.5,Women's,2023-10-31
1341,Nike,"Women's Running Shoes, 38",79.9,0,826,4.3,Women's,2023-10-31
1342,New Balance,Women's Fresh Foam Arishi V3 Running Shoe,39.76,0,786,4.4,Women's,2023-10-31
1343,Fila,Women's Memory Reckoning 8 Slip Resistant Steel Toe Running Shoe Meiera 2 Sr Ct,45.49,0,861,4,Women's,2023-10-31
1344,New Balance,Women's FuelCell Summit Unknown V3 Trail Running Shoe,0,0,18,4.1,Women's,2023-10-31
1345,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Pink Glo/Blue Chill/Black, 6",84.98,0,4,2.9,Women's,2023-10-31
1346,Nike,Women's Training Running Shoe,118.99,0,2974,4.4,Women's,2023-10-31
1347,Limberun,Barefoot Minimalist Mens Womens Wide Toe Box Trail Runner Shoes Cross Training Hiking Grip Arch Support Shoes,29.99,0,61,4.2,Women's,2023-10-31
1348,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Summer Aqua/Cosmic Rose/Black, 8 Wide",74.95,0,3,5,Women's,2023-10-31
1349,Saucony,Women's Triumph 19 Running Shoe,59.99,0,1338,4.5,Women's,2023-10-31
1350,Pujcs,Women Running Shoes Lightweight Tennis Shoes Non Slip Gym Workout Shoes Breathable Mesh Walking Womens Sneakers,23.19,0,1118,4,Women's,2023-10-31
1351,Feethit,Womens Running Shoes Lightweight Walking Tennis Shoes Non Slip Comfortable Fashion Sneakers,26.27,0,3463,4.3,Women's,2023-10-31
1352,Vooncosir,Mens Running Shoes Slip-on Walking Tennis Sneakers Mesh Lightweight Breathable Casual Soft Sole Work Shoes,27.99,0,498,4.4,Women's,2023-10-31
1353,ASICS,Women's Gel-Kinsei Blast LE 2 Running Shoes,99.95,0,18,4.1,Women's,2023-10-31
1354,New Balance,Women's FuelCell Summit Unknown V3 Trail Running Shoe,0,0,18,4.1,Women's,2023-10-31
1355,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Pink Glo/Blue Chill/Black, 6",84.98,0,4,2.9,Women's,2023-10-31
1356,Nike,Women's Training Running Shoe,118.99,0,2974,4.4,Women's,2023-10-31
1357,Limberun,Barefoot Minimalist Mens Womens Wide Toe Box Trail Runner Shoes Cross Training Hiking Grip Arch Support Shoes,29.99,0,61,4.2,Women's,2023-10-31
1358,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Summer Aqua/Cosmic Rose/Black, 8 Wide",74.95,0,3,5,Women's,2023-10-31
1359,Brooks,Women's Addiction GTS 15 Supportive Running Shoe - Grey/Navy/Aqua - 12 Medium,139.9,0,3,5,Women's,2023-10-31
1360,Nike,Men's Sneaker,65,0,3786,4.2,Women's,2023-10-31
1361,Brooks,Bedlam,171.92,0,553,4.4,Women's,2023-10-31
1362,Srenket,Women's Blade Running Shoes Ladies Fashion Sneakers Slip on Shoes Tennis Walking Athletic Shoes,37.99,0,278,4.3,Women's,2023-10-31
1363,Nike,"Women's Gym Road Running Shoe, US-0 / Asia Size s",0,0,38,4,Women's,2023-10-31
1364,adidas,"Women's Ultraboost 5.0 Alphaskin Running Shoe, White/White/White, 6.5",142,0,4,5,Women's,2023-10-31
1365,adidas,Women's Swift Run Shoes,49.98,0,26,4.6,Women's,2023-10-31
1366,Brooks,Women's Dyad 11 Running Shoe - Ombre/Primrose/Lavender - 10 Medium,129.95,0,11,4.5,Women's,2023-10-31
1367,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 10 Wide",69.95,0,0,0,Women's,2023-10-31
1368,Skechers,Women's Go Run Consistent-Energize Sneaker,45.89,0,341,4.5,Women's,2023-10-31
1369,PUMA,Womens Softride One4all Running Sneakers Shoes Neutral - White,44.95,0,1,3,Women's,2023-10-31
1370,Nike,Women's Gymnastics Shoes,99.95,0,128,4.2,Women's,2023-10-31
1371,HOKA ONE ONE,"Hoka One Women's Running Shoes, Sun Baked Shell Coral, 9.5",167.87,0,4,4.4,Women's,2023-10-31
1372,adidas,Women's Retrorun Running Shoe,0,0,3414,4.4,Women's,2023-10-31
1373,adidas,Adizero Ambition Shoe - Unisex Track and Field,89.9,0,6,4,Women's,2023-10-31
1374,ALTRA,Men's AL0A7R6G Vanish Tempo Road Running Shoe,169.95,0,6,4.2,Women's,2023-10-31
1375,Nike,womens Modern,128.86,0,15,3.8,Women's,2023-10-31
1376,Nike,"womens Air Huarache Running Shoe, Rattan/Hype Rroyal/Bright Mand, 8",108,0,1,5,Women's,2023-10-31
1377,Brooks,womens Ghost 13,0,0,1990,4.7,Women's,2023-10-31
1378,ASICS,"Men's Gel-Kayano 28 Running Shoes, 10, White/Tuna Blue",84.95,0,5,4.8,Women's,2023-10-31
1379,Mizuno,Women's Wave Rebellion Flash Running Shoe,129.95,0,3,3.3,Women's,2023-10-31
1380,adidas,Women's Lite Racer Rbn Running Shoe,59.9,0,1307,4.4,Women's,2023-10-31
1381,ASICS,Men's Patriot 12 Running Shoes,46.16,0,684,4.5,Women's,2023-10-31
1382,adidas,Women's Supernova St W Running Shoe,60.69,0,98,4,Women's,2023-10-31
1383,Inov-8,Women's Parkclaw 260 Knit,95.72,0,9,4.2,Women's,2023-10-31
1384,Arc'teryx,Norvan LD 3 GTX Shoe | Long Distance Gore-Tex Trail Running Shoe,200,0,1,5,Women's,2023-10-31
1385,adidas,W Lite Racer Ink/Mauve Running Shoes (EE8217),45.49,0,102,4.3,Women's,2023-10-31
1386,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, White/Black/Surf, 10.5 Wide",0,0,1,1,Women's,2023-10-31
1387,adidas,Women's Alphatorsion 2.0 Running Shoe,67.19,0,96,4.3,Women's,2023-10-31
1388,Under Armour,UA Charged Bandit 4 Team,71.96,0,948,4.6,Women's,2023-10-31
1389,FLARUT,Running Shoes Womens Lightweight Fashion Sport Sneakers Casual Walking Athletic Non Slip,32.99,0,10245,4.2,Women's,2023-10-31
1390,Vibram,"Women's FiveFingers, V-Run Running Shoe, Black/Yellow/Purple, 8.5-9 M US",139.95,0,133,4.2,Women's,2023-10-31
1391,adidas,Women's Terrex Two Flow Trail Running Shoe,83.85,0,155,4.5,Women's,2023-10-31
1392,Saucony,Women's Kineta Relay Running Shoe,70,0,1033,4.5,Women's,2023-10-31
1393,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 9 Wide",69.95,0,4,5,Women's,2023-10-31
1394,Ryka,Women's Sky Walk Trail Sneaker,39.99,0,1448,4.1,Women's,2023-10-31
1395,Nike,W React Phantom Run FK 2 Women's Running Shoes CJ0280 100 Size 10 US,0,0,0,0,Women's,2023-10-31
1396,ALTRA,Women's AL0A548D Mont Blanc Trail Running Shoe,179.95,0,25,4,Women's,2023-10-31
1397,adidas,NMD_r1 Spectoo Shoes Womens Running Casual Shoe Fz3208 Size,119.9,0,6,4,Women's,2023-10-31
1398,Nike,womens Running Shoes,0,0,13,4.4,Women's,2023-10-31
1399,USYFAKGH,Women's Mesh Walking Shoes Breathable Slip on Shoes Work Flats Shoes White Tennis Shoes Casual Garden Shoes,0,0,5,3.6,Women's,2023-10-31
1400,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Summer Aqua/Cosmic Rose/Black, 7 Wide",74.95,0,2,5,Women's,2023-10-31
1401,Saucony,Women's Triumph 19 Running Shoe,59.99,0,1338,4.5,Women's,2023-10-31
1402,Pujcs,Women Running Shoes Lightweight Tennis Shoes Non Slip Gym Workout Shoes Breathable Mesh Walking Womens Sneakers,23.19,0,1118,4,Women's,2023-10-31
1403,Vooncosir,Mens Running Shoes Slip-on Walking Tennis Sneakers Mesh Lightweight Breathable Casual Soft Sole Work Shoes,27.99,0,498,4.4,Women's,2023-10-31
1404,Pozvnn,Mens Slip-on Tennis Shoes Walking Running Sneakers Lightweight Breathable Casual Soft Sole Mesh Work Gym Trainers,23.99,0,932,4.2,Women's,2023-10-31
1405,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Black/White/Bright Lapis, 5.5",74.95,0,1,5,Women's,2023-10-31
1406,KEIAHUAN,Trail Running Shoes Women Lightweight Fashion Casual Mesh Sneakers Flats,15.99,0,0,0,Women's,2023-10-31
1407,adidas,"Women's Ultraboost 5.0 Alphaskin Running Shoe, Black/Black/Black, 6.5",88.72,0,12,3.6,Women's,2023-10-31
1408,Under Armour,Women's Charged Rogue 2 Twist Running Shoe,51.56,0,270,4.6,Women's,2023-10-31
1409,STQ,AIR 3.0 Women's Running Shoes Lightweight Tennis Workout Sneakers,42.99,0,168,4.1,Women's,2023-10-31
1410,Mizuno,Wave Horizon 6 Women's Running Shoe,170,0,75,4.6,Women's,2023-10-31
1411,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Dark Ember/Raisin, 6.5",78.6,0,1,5,Women's,2023-10-31
1412,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 11 Wide",62.67,0,6,3.5,Women's,2023-10-31
1413,Akk,Women Air Shoes Running Sneakers Tennis Walking Shoes Mesh Breathable Gym Work Fashion Sneakers,45.99,0,6069,4,Women's,2023-10-31
1414,HOKA ONE ONE,HOKA Men's Low Neck,179.99,0,208,4.2,Women's,2023-10-31
1415,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, White/Black/Surf, 11 Wide",0,0,4,4.4,Women's,2023-10-31
1416,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Pigment/Grey, 5",38.72,0,13,4.2,Women's,2023-10-31
1417,PUMA,Womens Softride Sophia Better Running Sneakers Shoes - Black,44.95,0,0,0,Women's,2023-10-31
1418,RBX,"Active Women's Sneaker, Breathable Slip On Running Training Shoe for Women",44.99,0,4,4.7,Women's,2023-10-31
1419,ON,womens Low-top,157.94,0,15,4.6,Women's,2023-10-31
1420,adidas,Women's Ultraboost Light Running Shoes (Ultraboost 23),104.5,0,11,4.5,Women's,2023-10-31
1421,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 8 Wide",62.96,0,6,3.9,Women's,2023-10-31
1422,adidas,Women's Terrex Two Flow Trail Running Shoe,59,0,17,4.4,Women's,2023-10-31
1423,adidas,Women's Eq19 Running Shoe,57.04,0,276,4.3,Women's,2023-10-31
1424,PUMA,Womens Deviate Nitro Running Sneakers Athletic Shoes - Black,69.95,0,19,4.7,Women's,2023-10-31
1425,ASICS,Women's Gel-Nimbus 16 Lite-Show Running Shoe,111.93,0,309,4.3,Women's,2023-10-31
1426,Brooks,Unisex Hyperion Elite 3 Running Shoe,249.95,0,12,4.2,Women's,2023-10-31
1427,adidas,Women's Adistar Cs Running Shoe,71.46,0,40,4.3,Women's,2023-10-31
1428,ASICS,Women's Glideride Tokyo Running Shoes,99.9,0,50,4.4,Women's,2023-10-31
1429,Nike,Women's Gymnastics Shoes Running,0,0,109,4.4,Women's,2023-10-31
1430,adidas,"Originals Women's Swift Running Shoe ,ash pearl/off white/white, 9.5 M US",0,0,39,4,Women's,2023-10-31
1431,New Balance,Women's FuelCell 890 V8 Running Shoe,119.95,0,519,4.4,Women's,2023-10-31
1432,Nike,"Women's Air Huarache Running Shoe, White/Black/Bright Crimson, 6.5 US",65,0,0,0,Women's,2023-10-31
1433,TSIODFO,Women Sport Running Shoes Gym Jogging Walking Sneakers,0,0,3852,4,Women's,2023-10-31
1434,New Balance,"Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 6 Wide",0,0,8,4.1,Women's,2023-10-31
1435,New Balance,Women's FuelCell Supercomp Pacer V1 Running Shoe,0,0,21,4.1,Women's,2023-10-31
1436,ASICS,Women's Gel-Nimbus 25 LITE-Show Running Shoes,119.95,0,43,4.4,Women's,2023-10-31
1437,New Balance,"Women's Fresh Foam Arishi V3 Classic Running Shoe, White/Blue/Orange, 9",64.95,0,25,4,Women's,2023-10-31
1438,ASICS,Unisex METASPEED Sky+ Running Shoes,249.95,0,17,3.8,Women's,2023-10-31
1439,FitVille,Women's Wide Sneakers Road Running Walking Athletic Shoes with Wide Toe Box - Fresh Core,69.99,0,124,4,Women's,2023-10-31
1440,New Balance,Women's FuelCell Propel V2 Running Shoe,88.61,0,612,4.4,Women's,2023-10-31
1441,Karhu,Women's Fusion Running Shoe,150,0,28,4.5,Women's,2023-10-31
1442,Brooks,Women's Ricochet 3 Neutral Running Shoe,79.95,0,1566,4.6,Women's,2023-10-31
1443,Brooks,Women’s Launch 10 Neutral Running Shoe,109.95,0,10,3.9,Women's,2023-10-31
1444,ALTRA,Women's Olympus 2.5 Trail Running Shoe,68.9,0,242,3.9,Women's,2023-10-31
1445,Nike,Women's Gym Sneaker,96.65,0,112,4.3,Women's,2023-10-31
1446,adidas,Women's Flex 2 Running Shoe,40.4,0,86,4.5,Women's,2023-10-31
1447,ECCO,Women's Biom 2.1 Low Cross Mountain Waterproof Trail Running Shoe,149.99,0,26,4.4,Women's,2023-10-31
1448,adidas,Originals Women's Sneaker,39.6,0,457,4.3,Women's,2023-10-31
1449,adidas,Women's Terrex Agravic TR Trail Running Hiking Shoe,0,0,320,4.2,Women's,2023-10-31
1450,ALTRA,Women's AL0A4VQW Olympus 4 Trail Running Shoe,98.95,0,671,4.6,Women's,2023-10-31
1451,New Balance,"Women's, Arishi Fresh Foam v3 Running Shoe Aluminum 7.5 B",0,0,37,4.5,Women's,2023-10-31
1452,Fila,Women's Memory-Finity-3 Memory Foam Running Sneakers Shoes,48.75,0,49,4.2,Women's,2023-10-31
1453,wanhee,Men's Sneakers Athletic Sport Running Shoes,39.9,0,2819,4.2,Women's,2023-10-31
1454,BXYJDJ,Men's Running Shoes Walking Trainers Sneaker Athletic Gym Fitness Sport Shoes Lightweight Casual Working Jogging Outdoor Shoe,32.99,0,1867,4.1,Women's,2023-10-31
1455,LCGJR,Men's Road Running Shoes Fashion Sneakers Lightweight Walking Shoes Breathable Mesh Workout Casual Shoes Non Slip Tennis Outdoor Travel,32.89,0,27,4.3,Women's,2023-10-31
1456,LCGJR,Men's Running Shoes Ultra Lightweight Breathable Comfortable Walking Shoes Casual Fashion Sneakers Mesh Workout Shoes,20.99,0,1686,4.2,Women's,2023-10-31
1457,Nike,Women's Gym Sneaker,96.65,0,112,4.3,Women's,2023-10-31
1458,adidas,Women's Flex 2 Running Shoe,40.4,0,86,4.5,Women's,2023-10-31
1459,ECCO,Women's Biom 2.1 Low Cross Mountain Waterproof Trail Running Shoe,149.99,0,26,4.4,Women's,2023-10-31
1460,adidas,Women's Terrex Agravic TR Trail Running Hiking Shoe,0,0,320,4.2,Women's,2023-10-31
1461,ALTRA,Women's AL0A4VQW Olympus 4 Trail Running Shoe,98.95,0,671,4.6,Women's,2023-10-31
1462,New Balance,"Women's, Arishi Fresh Foam v3 Running Shoe Aluminum 7.5 B",0,0,37,4.5,Women's,2023-10-31
1463,Fila,Women's Memory-Finity-3 Memory Foam Running Sneakers Shoes,48.75,0,49,4.2,Women's,2023-10-31
1464,HOKA ONE ONE,"Women's Running Shoes, Black White, 12",0,0,11,4.6,Women's,2023-10-31
1465,New Balance,Women's FuelCell Summit Unknown V4 Trail Running Shoe,118.29,0,30,3.9,Women's,2023-10-31
1466,New Balance,"Women's Fresh Foam Hierro V6 Trail Running Shoe, Virtual Sky/Sour Grape, 8",0,0,17,4.3,Women's,2023-10-31
